ID,Name,Type 1,Type 2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,EggGroup1,EggGroup2,IsMega,FightsWon,TotalFights,WinPercentage 
603,Leavanny,Bug,Grass,Overcoat,5,75.0,103.0,80.0,70.0,80.0,92.0,500.0,20.5,1.2,0.5,Nurturing Pokémon,45,15,Medium Slow,70,0,0,0,3,3,Swadloon,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0,Swarm,Chlorophyll,0,Bug,No Eggs Discovered,0,96,121,0.793388
604,Venipede,Bug,Poison,Speed Boost,5,30.0,45.0,59.0,30.0,39.0,57.0,260.0,5.3,0.4,0.5,Centipede Pokémon,255,15,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,Poison Point,Swarm,0,Bug,No Eggs Discovered,0,37,132,0.280303
605,Whirlipede,Bug,Poison,Speed Boost,5,40.0,55.0,99.0,40.0,79.0,47.0,360.0,58.5,1.2,0.5,Curlipede Pokémon,120,15,Medium Slow,70,0,0,0,2,3,Venipede,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,Poison Point,Swarm,0,Bug,No Eggs Discovered,0,26,99,0.262626
606,Scolipede,Bug,Poison,Speed Boost,5,60.0,100.0,89.0,55.0,69.0,112.0,485.0,200.5,2.5,0.5,Megapede Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Whirlipede,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,Poison Point,Swarm,0,Bug,No Eggs Discovered,0,106,114,0.929825
607,Cottonee,Grass,Fairy,Chlorophyll,5,40.0,27.0,60.0,37.0,50.0,66.0,280.0,0.6,0.3,0.5,Cotton Puff Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.5,1.0,Prankster,Infiltrator,0,Grass,Fairy,0,46,127,0.362205
608,Whimsicott,Grass,Fairy,Chlorophyll,5,60.0,67.0,85.0,77.0,75.0,116.0,480.0,6.6,0.7,0.5,Windveiled Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Cottonee,1.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.5,1.0,Prankster,Infiltrator,0,Grass,Fairy,0,104,117,0.888889
609,Petilil,Grass,Grass,Leaf Guard,5,45.0,35.0,50.0,70.0,50.0,30.0,280.0,6.6,0.5,0.0,Bulb Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Own Tempo,0,Grass,No Eggs Discovered,0,23,146,0.157534
610,Lilligant,Grass,Grass,Leaf Guard,5,70.0,60.0,75.0,110.0,75.0,90.0,480.0,16.3,1.1,0.0,Flowering Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Petilil,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Own Tempo,0,Grass,No Eggs Discovered,0,91,127,0.716535
611,Basculin,Water,Water,Mold Breaker,5,70.0,92.0,65.0,80.0,55.0,98.0,460.0,18.0,1.0,0.5,Hostile Pokémon,190,40,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Reckless,Adaptability,0,Water 2,No Eggs Discovered,0,89,110,0.809091
612,Sandile,Ground,Dark,Anger Point,5,50.0,72.0,35.0,35.0,35.0,65.0,292.0,15.2,0.7,0.5,Desert Croc Pokémon,180,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,Intimidate,Moxie,0,Field,No Eggs Discovered,0,72,134,0.537313
613,Krokorok,Ground,Dark,Anger Point,5,60.0,82.0,45.0,45.0,45.0,74.0,351.0,33.4,1.0,0.5,Desert Croc Pokémon,90,20,Medium Slow,70,0,0,0,2,3,Sandile,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,Intimidate,Moxie,0,Field,No Eggs Discovered,0,65,113,0.575221
614,Krookodile,Ground,Dark,Anger Point,5,95.0,117.0,80.0,65.0,70.0,92.0,519.0,96.3,1.5,0.5,Intimidation Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Krokorok,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,Intimidate,Moxie,0,Field,No Eggs Discovered,0,111,132,0.840909
615,Darumaka,Fire,Fire,Inner Focus,5,70.0,90.0,45.0,15.0,45.0,50.0,315.0,37.5,0.6,0.5,Zen Charm Pokémon,120,20,Medium Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Hustle,None,0,Field,No Eggs Discovered,0,45,124,0.362903
616,Darmanitan Standard Mode,Fire,Fire,Zen Mode,5,105.0,140.0,55.0,30.0,55.0,95.0,480.0,92.9,1.3,0.5,Blazing Pokémon,60,20,Medium Slow,70,0,0,0,2,2,Darumaka,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Sheer Force,None,0,Field,No Eggs Discovered,0,109,133,0.819549
617,Darmanitan Zen Mode,Fire,Psychic,Zen Mode,5,105.0,30.0,105.0,140.0,105.0,55.0,540.0,92.9,1.3,0.5,Blazing Pokémon,60,20,Medium Slow,70,0,0,0,2,2,Darumaka,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5,None,None,0,Field,No Eggs Discovered,0,43,122,0.352459
618,Maractus,Grass,Grass,Storm Drain,5,75.0,86.0,67.0,106.0,67.0,60.0,461.0,28.0,1.0,0.5,Cactus Pokémon,255,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Water Absorb,Chlorophyll,0,Grass,No Eggs Discovered,0,0,0,0.0
619,Dwebble,Bug,Rock,Weak Armor,5,50.0,65.0,85.0,35.0,35.0,55.0,325.0,14.5,0.3,0.5,Rock Inn Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sturdy,Shell Armor,0,Bug,Mineral,0,43,132,0.325758
620,Crustle,Bug,Rock,Weak Armor,5,70.0,105.0,125.0,65.0,75.0,45.0,485.0,200.0,1.4,0.5,Stone Home Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Dwebble,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sturdy,Shell Armor,0,Bug,Mineral,0,40,119,0.336134
621,Scraggy,Dark,Fighting,Intimidate,5,50.0,75.0,70.0,35.0,70.0,48.0,348.0,11.8,0.6,0.5,Shedding Pokémon,180,15,Medium Fast,35,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0,Shed Skin,Moxie,0,Field,Dragon,0,32,109,0.293578
622,Scrafty,Dark,Fighting,Intimidate,5,65.0,90.0,115.0,45.0,115.0,58.0,488.0,30.0,1.1,0.5,Hoodlum Pokémon,90,15,Medium Fast,70,0,0,0,2,2,Scraggy,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0,Shed Skin,Moxie,0,Field,Dragon,0,61,121,0.504132
623,Sigilyph,Psychic,Flying,Tinted Lens,5,72.0,58.0,80.0,103.0,80.0,97.0,490.0,14.0,1.4,0.5,Avianoid Pokémon,45,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,Wonder Skin,Magic Guard,0,Flying,No Eggs Discovered,0,109,152,0.717105
624,Yamask,Ghost,Ghost,None,5,38.0,30.0,85.0,55.0,65.0,30.0,303.0,1.5,0.5,0.5,Spirit Pokémon,190,25,Medium Fast,70,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Mummy,None,0,Mineral,Amorphous,0,27,126,0.214286
625,Cofagrigus,Ghost,Ghost,None,5,58.0,50.0,145.0,95.0,105.0,30.0,483.0,76.5,1.7,0.5,Coffin Pokémon,90,25,Medium Fast,70,0,0,0,2,2,Yamask,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Mummy,None,0,Mineral,Amorphous,0,30,122,0.245902
626,Tirtouga,Water,Rock,Swift Swim,5,54.0,78.0,103.0,53.0,45.0,22.0,355.0,16.5,0.7,0.875,Prototurtle Pokémon,45,30,Medium Fast,70,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,Solid Rock,Sturdy,0,Water 1,Water 3,0,30,129,0.232558
627,Carracosta,Water,Rock,Swift Swim,5,74.0,108.0,133.0,83.0,65.0,32.0,495.0,81.0,1.2,0.875,Prototurtle Pokémon,45,30,Medium Fast,70,0,0,0,2,2,Tirtouga,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,Solid Rock,Sturdy,0,Water 1,Water 3,0,45,140,0.321429
628,Archen,Rock,Flying,None,5,55.0,112.0,45.0,74.0,45.0,70.0,401.0,9.5,0.5,0.875,First Bird Pokémon,45,30,Medium Fast,70,0,0,0,1,2,No Preevolution,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,Defeatist,None,0,Flying,Water 3,0,66,118,0.559322
629,Archeops,Rock,Flying,None,5,75.0,140.0,65.0,112.0,65.0,110.0,567.0,32.0,1.4,0.875,First Bird Pokémon,45,30,Medium Fast,70,0,0,0,2,2,Archen,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,Defeatist,None,0,Flying,Water 3,0,117,128,0.914062
630,Trubbish,Poison,Poison,Aftermath,5,50.0,50.0,62.0,40.0,62.0,65.0,329.0,31.0,0.6,0.5,Trash Bag Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Stench,Sticky Hold,0,Mineral,No Eggs Discovered,0,49,117,0.418803
631,Garbodor,Poison,Poison,Aftermath,5,80.0,95.0,82.0,60.0,82.0,75.0,474.0,107.3,1.9,0.5,Trash Heap Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Trubbish,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,Stench,Weak Armor,0,Mineral,No Eggs Discovered,0,87,145,0.6
632,Zorua,Dark,Dark,None,5,40.0,65.0,40.0,80.0,40.0,65.0,330.0,12.5,0.7,0.875,Tricky Fox Pokémon,75,25,Medium Slow,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,Illusion,None,0,Field,No Eggs Discovered,0,66,131,0.503817
633,Zoroark,Dark,Dark,None,5,60.0,105.0,60.0,120.0,60.0,105.0,510.0,81.1,1.6,0.875,Illusion Fox Pokémon,45,20,Medium Slow,70,0,0,0,2,2,Zorua,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,Illusion,None,0,Field,No Eggs Discovered,0,100,113,0.884956
634,Minccino,Normal,Normal,Skill Link,5,55.0,50.0,40.0,40.0,40.0,75.0,300.0,5.8,0.4,0.25,Chinchilla Pokémon,255,15,Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cute Charm,Technician,0,Field,No Eggs Discovered,0,88,148,0.594595
635,Cinccino,Normal,Normal,Skill Link,5,75.0,95.0,60.0,65.0,60.0,115.0,470.0,7.5,0.5,0.25,Scarf Pokémon,60,15,Fast,70,0,0,0,2,2,Minccino,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cute Charm,Technician,0,Field,No Eggs Discovered,0,115,131,0.877863
636,Gothita,Psychic,Psychic,Shadow Tag,5,45.0,30.0,50.0,55.0,65.0,45.0,290.0,5.8,0.4,0.25,Fixation Pokémon,200,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Frisk,Competitive,0,Human-Like,No Eggs Discovered,0,26,125,0.208
637,Gothorita,Psychic,Psychic,Shadow Tag,5,60.0,45.0,70.0,75.0,85.0,55.0,390.0,18.0,0.7,0.25,Manipulate Pokémon,100,20,Medium Slow,70,0,0,0,2,3,Gothita,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Frisk,Competitive,0,Human-Like,No Eggs Discovered,0,37,123,0.300813
638,Gothitelle,Psychic,Psychic,Shadow Tag,5,70.0,55.0,95.0,95.0,110.0,65.0,490.0,44.0,1.5,0.25,Astral Body Pokémon,50,20,Medium Slow,70,0,0,0,3,3,Gothorita,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Frisk,Competitive,0,Human-Like,No Eggs Discovered,0,65,133,0.488722
639,Solosis,Psychic,Psychic,Regenerator,5,45.0,30.0,40.0,105.0,50.0,20.0,290.0,1.0,0.3,0.5,Cell Pokémon,200,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Overcoat,Magic Guard,0,Amorphous,No Eggs Discovered,0,4,129,0.031008
640,Duosion,Psychic,Psychic,Regenerator,5,65.0,40.0,50.0,125.0,60.0,30.0,370.0,8.0,0.6,0.5,Mitosis Pokémon,100,20,Medium Slow,70,0,0,0,2,3,Solosis,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Overcoat,Magic Guard,0,Amorphous,No Eggs Discovered,0,9,124,0.072581
641,Reuniclus,Psychic,Psychic,Regenerator,5,110.0,65.0,75.0,125.0,85.0,30.0,490.0,20.1,1.0,0.5,Multiplying Pokémon,50,20,Medium Slow,70,0,0,0,3,3,Duosion,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Overcoat,Magic Guard,0,Amorphous,No Eggs Discovered,0,18,120,0.15
642,Ducklett,Water,Flying,Hydration,5,62.0,44.0,50.0,44.0,50.0,55.0,305.0,5.5,0.5,0.5,Water Bird Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Keen Eye,Big Pecks,0,Water 1,Flying,0,45,124,0.362903
643,Swanna,Water,Flying,Hydration,5,75.0,87.0,63.0,87.0,63.0,98.0,473.0,24.2,1.3,0.5,White Bird Pokémon,45,20,Medium Fast,70,0,0,0,2,2,Ducklett,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Keen Eye,Big Pecks,0,Water 1,Flying,0,103,119,0.865546
644,Vanillite,Ice,Ice,Weak Armor,5,36.0,50.0,50.0,65.0,60.0,44.0,305.0,5.7,0.4,0.5,Fresh Snow Pokémon,255,20,Slow,70,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Ice Body,Snow Cloak,0,Mineral,No Eggs Discovered,0,18,110,0.163636
645,Vanillish,Ice,Ice,Weak Armor,5,51.0,65.0,65.0,80.0,75.0,59.0,395.0,41.0,1.1,0.5,Icy Snow Pokémon,120,20,Slow,70,0,0,0,2,3,Vanillite,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Ice Body,Snow Cloak,0,Mineral,No Eggs Discovered,0,55,126,0.436508
646,Vanilluxe,Ice,Ice,Weak Armor,5,71.0,95.0,85.0,110.0,95.0,79.0,535.0,57.5,1.3,0.5,Snowstorm Pokémon,45,20,Slow,70,0,0,0,3,3,Vanillish,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Ice Body,Snow Warning,0,Mineral,No Eggs Discovered,0,83,125,0.664
647,Deerling,Normal,Grass,Serene Grace,5,60.0,60.0,50.0,40.0,50.0,75.0,335.0,19.5,0.6,0.5,Season Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Sap Sipper,0,Field,No Eggs Discovered,0,70,119,0.588235
648,Sawsbuck,Normal,Grass,Serene Grace,5,80.0,100.0,70.0,60.0,70.0,95.0,475.0,92.5,1.9,0.5,Season Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Deerling Spring Form,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Sap Sipper,0,Field,No Eggs Discovered,0,89,120,0.741667
649,Emolga,Electric,Flying,Motor Drive,5,55.0,75.0,60.0,75.0,60.0,103.0,428.0,5.0,0.4,0.5,Sky Squirrel Pokémon,200,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,Static,None,0,Field,No Eggs Discovered,0,91,114,0.798246
650,Karrablast,Bug,Bug,No Guard,5,50.0,75.0,45.0,40.0,45.0,60.0,315.0,5.9,0.5,0.5,Clamping Pokémon,200,15,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Swarm,Shed Skin,0,Bug,No Eggs Discovered,0,53,121,0.438017
651,Escavalier,Bug,Steel,Overcoat,5,70.0,135.0,105.0,60.0,105.0,20.0,495.0,33.0,1.0,0.5,Cavalry Pokémon,75,15,Medium Fast,70,0,0,0,2,2,Karrablast,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Swarm,Shell Armor,0,Bug,No Eggs Discovered,0,72,124,0.580645
652,Foongus,Grass,Poison,Regenerator,5,69.0,55.0,45.0,55.0,55.0,15.0,294.0,1.0,0.2,0.5,Mushroom Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Effect Spore,None,0,Grass,No Eggs Discovered,0,14,120,0.116667
653,Amoonguss,Grass,Poison,Regenerator,5,114.0,85.0,70.0,85.0,80.0,30.0,464.0,10.5,0.6,0.5,Mushroom Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Foongus,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Effect Spore,None,0,Grass,No Eggs Discovered,0,25,121,0.206612
654,Frillish,Water,Ghost,Damp,5,55.0,40.0,50.0,65.0,85.0,40.0,335.0,33.0,1.2,0.5,Floating Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0,Water Absorb,Cursed Body,0,Amorphous,No Eggs Discovered,0,42,132,0.318182
655,Jellicent,Water,Ghost,Damp,5,100.0,60.0,70.0,85.0,105.0,60.0,480.0,135.0,2.2,0.5,Floating Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Frillish,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0,Water Absorb,Cursed Body,0,Amorphous,No Eggs Discovered,0,0,0,0.0
656,Alomomola,Water,Water,Regenerator,5,165.0,75.0,80.0,40.0,45.0,65.0,470.0,31.6,1.2,0.5,Caring Pokémon,75,40,Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Healer,Hydration,0,Water 1,Water 2,0,68,132,0.515152
657,Joltik,Bug,Electric,Swarm,5,50.0,47.0,50.0,57.0,50.0,65.0,319.0,0.6,0.1,0.5,Attaching Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,Compound Eyes,Unnerve,0,Bug,No Eggs Discovered,0,64,138,0.463768
658,Galvantula,Bug,Electric,Swarm,5,70.0,77.0,60.0,97.0,60.0,108.0,472.0,14.3,0.8,0.5,EleSpider Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Joltik,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,Compound Eyes,Unnerve,0,Bug,No Eggs Discovered,0,115,137,0.839416
659,Ferroseed,Grass,Steel,None,5,44.0,50.0,91.0,24.0,86.0,10.0,305.0,18.8,0.6,0.5,Thorn Seed Pokémon,255,20,Medium Fast,70,0,0,0,1,2,No Preevolution,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,Iron Barbs,None,0,Grass,Mineral,0,22,111,0.198198
660,Ferrothorn,Grass,Steel,Anticipation,5,74.0,94.0,131.0,54.0,116.0,20.0,489.0,110.0,1.0,0.5,Thorn Pod Pokémon,90,20,Medium Fast,70,0,0,0,2,2,Ferroseed,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,Iron Barbs,None,0,Grass,Mineral,0,61,136,0.448529
661,Klink,Steel,Steel,Clear Body,5,40.0,55.0,70.0,45.0,60.0,30.0,300.0,21.0,0.3,0.5,Gear Pokémon,130,20,Medium Slow,70,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Plus,Minus,1,Mineral,No Eggs Discovered,0,12,113,0.106195
662,Klang,Steel,Steel,Clear Body,5,60.0,80.0,95.0,70.0,85.0,50.0,440.0,51.0,0.6,0.5,Gear Pokémon,60,20,Medium Slow,70,0,0,0,2,3,Klink,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Plus,Minus,1,Mineral,No Eggs Discovered,0,27,121,0.22314
663,Klinklang,Steel,Steel,Clear Body,5,60.0,100.0,115.0,70.0,85.0,90.0,520.0,81.0,0.6,0.5,Gear Pokémon,30,20,Medium Slow,70,0,0,0,3,3,Klang,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Plus,Minus,1,Mineral,No Eggs Discovered,0,99,131,0.755725
664,Tynamo,Electric,Electric,None,5,35.0,55.0,40.0,45.0,40.0,60.0,275.0,0.3,0.2,0.5,EleFish Pokémon,190,20,Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Levitate,None,0,Amorphous,No Eggs Discovered,0,45,126,0.357143
665,Eelektrik,Electric,Electric,None,5,65.0,85.0,70.0,75.0,70.0,40.0,405.0,22.0,1.2,0.5,EleFish Pokémon,60,20,Slow,70,0,0,0,2,3,Tynamo,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Levitate,None,0,Amorphous,No Eggs Discovered,0,26,128,0.203125
666,Eelektross,Electric,Electric,None,5,85.0,115.0,80.0,105.0,80.0,50.0,515.0,80.5,2.1,0.5,EleFish Pokémon,30,20,Slow,70,0,0,0,3,3,Eelektrik,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Levitate,None,0,Amorphous,No Eggs Discovered,0,34,111,0.306306
