First_pokemon,Second_pokemon,Winner,Name_P1,Type 1_P1,Type 2_P1,Type_P1,Abilities_P1,HiddenAbility_P1,Generation_P1,Hp_P1,Attack_P1,Defense_P1,SpecialAttack_P1,SpecialDefense_P1,Speed_P1,TotalStats_P1,Weight_P1,Height_P1,GenderProbM_P1,Category_P1,CatchRate_P1,EggCycles_P1,EggGroup_P1,LevelingRate_P1,BaseFriendship_P1,IsLegendary_P1,IsMythical_P1,IsUltraBeast_P1,HasMega_P1,EvoStage_P1,TotalEvoStages_P1,PreevoName_P1,DamageFromNormal_P1,DamageFromFighting_P1,DamageFromFlying_P1,DamageFromPoison_P1,DamageFromGround_P1,DamageFromRock_P1,DamageFromBug_P1,DamageFromGhost_P1,DamageFromSteel_P1,DamageFromFire_P1,DamageFromWater_P1,DamageFromGrass_P1,DamageFromElectric_P1,DamageFromPsychic_P1,DamageFromIce_P1,DamageFromDragon_P1,DamageFromDark_P1,DamageFromFairy_P1,Name_P2,Type 1_P2,Type 2_P2,Type_P2,Abilities_P2,HiddenAbility_P2,Generation_P2,Hp_P2,Attack_P2,Defense_P2,SpecialAttack_P2,SpecialDefense_P2,Speed_P2,TotalStats_P2,Weight_P2,Height_P2,GenderProbM_P2,Category_P2,CatchRate_P2,EggCycles_P2,EggGroup_P2,LevelingRate_P2,BaseFriendship_P2,IsLegendary_P2,IsMythical_P2,IsUltraBeast_P2,HasMega_P2,EvoStage_P2,TotalEvoStages_P2,PreevoName_P2,DamageFromNormal_P2,DamageFromFighting_P2,DamageFromFlying_P2,DamageFromPoison_P2,DamageFromGround_P2,DamageFromRock_P2,DamageFromBug_P2,DamageFromGhost_P2,DamageFromSteel_P2,DamageFromFire_P2,DamageFromWater_P2,DamageFromGrass_P2,DamageFromElectric_P2,DamageFromPsychic_P2,DamageFromIce_P2,DamageFromDragon_P2,DamageFromDark_P2,DamageFromFairy_P2
92,311,92,Doduo,Normal,Flying,"['Normal', 'Flying']","['Run Away', 'Early Bird']",['Tangled Feet'],I,35.0,85.0,45.0,35.0,35.0,75.0,310.0,39.2,1.4,0.5,Twin Bird Pokémon,190.0,20.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Breloom,Grass,Fighting,"['Grass', 'Fighting']","['Effect Spore', 'Poison Heal']",['Technician'],III,60.0,130.0,80.0,60.0,60.0,70.0,460.0,39.2,1.2,0.5,Mushroom Pokémon,90.0,15.0,['Fairy' 'Grass'],"Fluctuating
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Shroomish,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0
418,579,418,Latias,Dragon,Psychic,"['Dragon', 'Psychic']",['Levitate'],[],III,80.0,80.0,90.0,110.0,130.0,110.0,700.0,40.0,1.4,0.0,Eon Pokémon,3.0,120.0,-,"Slow
",90.0,1.0,0.0,0.0,1.0,1.0,1.0,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Pidove,Normal,Flying,"['Normal', 'Flying']","['Big Pecks', 'Super Luck']",['Rivalry'],V,50.0,55.0,50.0,36.0,30.0,43.0,264.0,2.1,0.3,0.5,Tiny Pigeon Pokémon,255.0,15.0,['Flying'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
457,315,315,Bastiodon,Rock,Steel,"['Rock', 'Steel']",['Sturdy'],['Soundproof'],IV,60.0,52.0,168.0,47.0,138.0,30.0,495.0,149.5,1.3,0.875,Shield Pokémon,45.0,30.0,['Monster'],"Erratic
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Shieldon,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Nincada,Bug,Ground,"['Bug', 'Ground']",['Compound Eyes'],['Run Away'],III,31.0,45.0,90.0,30.0,30.0,40.0,266.0,5.5,0.5,0.5,Trainee Pokémon,255.0,15.0,['Bug' 'Mineral'],"Erratic
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0
628,737,737,Archen,Rock,Flying,"['Rock', 'Flying']",['Defeatist'],[],V,55.0,112.0,45.0,74.0,45.0,70.0,401.0,9.5,0.5,0.875,First Bird Pokémon,45.0,30.0,['Flying' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,Pyroar,Fire,Normal,"['Fire', 'Normal']","['Rivalry', 'Unnerve']",['Moxie'],VI,86.0,68.0,72.0,109.0,66.0,106.0,507.0,81.5,1.5,0.125,Royal Pokémon,65.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Litleo,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
654,401,401,Frillish,Water,Ghost,"['Water', 'Ghost']","['Water Absorb', 'Cursed Body']",['Damp'],V,55.0,40.0,50.0,65.0,85.0,40.0,335.0,33.0,1.2,0.5,Floating Pokémon,190.0,20.0,['Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0,Walrein,Ice,Water,"['Ice', 'Water']","['Thick Fat', 'Ice Body']",['Oblivious'],III,110.0,80.0,90.0,95.0,90.0,65.0,530.0,150.6,1.4,0.5,Ice Break Pokémon,45.0,20.0,['Water 1' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Sealeo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
332,244,332,Lairon,Steel,Rock,"['Steel', 'Rock']","['Sturdy', 'Rock Head']",['Heavy Metal'],III,60.0,90.0,140.0,50.0,50.0,40.0,430.0,120.0,0.9,0.5,Iron Armor Pokémon,90.0,35.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,0.0,2.0,3.0,Aron,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Delibird,Ice,Flying,"['Ice', 'Flying']","['Vital Spirit', 'Hustle']",['Insomnia'],II,45.0,55.0,45.0,65.0,45.0,75.0,330.0,16.0,0.9,0.5,Delivery Pokémon,45.0,20.0,['Water 1' 'Field'],"Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,4.0,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
224,141,141,Steelix,Steel,Ground,"['Steel', 'Ground']","['Rock Head', 'Sturdy']",['Sheer Force'],II,75.0,85.0,200.0,55.0,65.0,30.0,610.0,400.0,9.2,0.5,Iron Snake Pokémon,25.0,25.0,['Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Onix,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,Gyarados,Water,Flying,"['Water', 'Flying']",['Intimidate'],['Moxie'],I,95.0,125.0,79.0,60.0,100.0,81.0,640.0,235.0,6.5,0.5,Atrocious Pokémon,45.0,5.0,['Water 2' 'Dragon'],"Slow
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Magikarp,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
579,248,248,Pidove,Normal,Flying,"['Normal', 'Flying']","['Big Pecks', 'Super Luck']",['Rivalry'],V,50.0,55.0,50.0,36.0,30.0,43.0,264.0,2.1,0.3,0.5,Tiny Pigeon Pokémon,255.0,15.0,['Flying'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Houndoom,Dark,Fire,"['Dark', 'Fire']","['Early Bird', 'Flash Fire']",['Unnerve'],II,75.0,90.0,50.0,110.0,80.0,95.0,600.0,35.0,1.4,0.5,Dark Pokémon,45.0,20.0,['Field'],"Slow
",35.0,0.0,0.0,0.0,1.0,2.0,2.0,Houndour,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0
757,376,376,Inkay,Dark,Psychic,"['Dark', 'Psychic']","['Contrary', 'Suction Cups']",['Infiltrator'],VI,53.0,54.0,53.0,37.0,46.0,45.0,288.0,3.5,0.4,0.5,Revolving Pokémon,190.0,20.0,['Water 1' 'Water 2'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Baltoy,Ground,Psychic,"['Ground', 'Psychic']",['Levitate'],[],III,40.0,40.0,55.0,40.0,70.0,55.0,300.0,21.5,0.5,-,Clay Doll Pokémon,255.0,20.0,['Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,2.0,1.0,2.0,1.0
211,691,691,Quagsire,Water,Ground,"['Water', 'Ground']","['Damp', 'Water Absorb']",['Unaware'],II,95.0,85.0,85.0,65.0,65.0,35.0,430.0,75.0,1.4,0.5,Water Fish Pokémon,90.0,20.0,['Water 1' 'Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Wooper,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Vullaby,Dark,Flying,"['Dark', 'Flying']","['Big Pecks', 'Overcoat']",['Weak Armor'],V,70.0,55.0,75.0,45.0,65.0,60.0,370.0,9.0,0.5,0.0,Diapered Pokémon,190.0,20.0,['Flying'],"Slow
",35.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
372,708,372,Barboach,Water,Ground,"['Water', 'Ground']","['Oblivious', 'Anticipation']",['Hydration'],III,50.0,48.0,43.0,46.0,41.0,60.0,288.0,1.9,0.4,0.5,Whiskers Pokémon,190.0,20.0,['Water 2' 'Water 1'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Zekrom,Dragon,Electric,"['Dragon', 'Electric']",['Teravolt'],[],V,100.0,150.0,120.0,120.0,100.0,90.0,680.0,345.0,2.9,-,Deep Black Pokémon,3.0,120.0,-,"Slow
",0.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0,2.0
141,579,141,Gyarados,Water,Flying,"['Water', 'Flying']",['Intimidate'],['Moxie'],I,95.0,125.0,79.0,60.0,100.0,81.0,640.0,235.0,6.5,0.5,Atrocious Pokémon,45.0,5.0,['Water 2' 'Dragon'],"Slow
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Magikarp,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Pidove,Normal,Flying,"['Normal', 'Flying']","['Big Pecks', 'Super Luck']",['Rivalry'],V,50.0,55.0,50.0,36.0,30.0,43.0,264.0,2.1,0.3,0.5,Tiny Pigeon Pokémon,255.0,15.0,['Flying'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
768,505,505,Tyrantrum,Rock,Dragon,"['Rock', 'Dragon']",['Strong Jaw'],['Rock Head'],VI,82.0,121.0,119.0,69.0,59.0,71.0,521.0,270.0,2.5,0.875,Despot Pokémon,45.0,30.0,['Monster' 'Dragon'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Tyrunt,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,Toxicroak,Poison,Fighting,"['Poison', 'Fighting']","['Anticipation', 'Dry Skin']",['Poison Touch'],IV,83.0,106.0,65.0,86.0,65.0,85.0,490.0,44.4,1.3,0.5,Toxic Mouth Pokémon,75.0,20.0,['Human-Like'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Croagunk,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0
7,304,7,Charizard,Fire,Flying,"['Fire', 'Flying']",['Blaze'],['Solar Power'],I,78.0,84.0,78.0,109.0,85.0,100.0,634.0,90.5,1.7,0.875,Flame Pokémon,45.0,20.0,['Monster' 'Dragon'],"Medium Slow
",70.0,0.0,0.0,0.0,1.0,3.0,3.0,Charmeleon,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,Ralts,Psychic,Fairy,"['Psychic', 'Fairy']","['Synchronize', 'Trace']",['Telepathy'],III,28.0,25.0,25.0,45.0,35.0,40.0,198.0,6.6,0.4,0.5,Feeling Pokémon,235.0,20.0,['Human-Like' 'Amorphous'],"Slow
",35.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
131,245,131,Starmie,Water,Psychic,"['Water', 'Psychic']","['Illuminate', 'Natural Cure']",['Analytic'],I,60.0,75.0,85.0,100.0,85.0,115.0,520.0,80.0,1.1,-,Mysterious Pokémon,60.0,20.0,['Water 3'],"Slow
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Staryu,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,Mantine,Water,Flying,"['Water', 'Flying']","['Swift Swim', 'Water Absorb']",['Water Veil'],II,85.0,40.0,70.0,80.0,140.0,70.0,485.0,220.0,2.1,0.5,Kite Pokémon,25.0,25.0,['Water 1'],"Slow
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Mantyke,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
670,765,765,Lampent,Ghost,Fire,"['Ghost', 'Fire']","['Flash Fire', 'Flame Body']",['Infiltrator'],V,60.0,40.0,60.0,95.0,60.0,55.0,370.0,13.0,0.6,0.5,Lamp Pokémon,90.0,20.0,['Amorphous'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Litwick,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,Helioptile,Electric,Normal,"['Electric', 'Normal']","['Dry Skin', 'Sand Veil']",['Solar Power'],VI,44.0,38.0,33.0,61.0,43.0,70.0,289.0,6.0,0.5,0.5,Generator Pokémon,190.0,20.0,['Monster' 'Dragon'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
612,659,612,Sandile,Ground,Dark,"['Ground', 'Dark']","['Intimidate', 'Moxie']",['Anger Point'],V,50.0,72.0,35.0,35.0,35.0,65.0,292.0,15.2,0.7,0.5,Desert Croc Pokémon,180.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,Ferroseed,Grass,Steel,"['Grass', 'Steel']",['Iron Barbs'],[],V,44.0,50.0,91.0,24.0,86.0,10.0,305.0,18.8,0.6,0.5,Thorn Seed Pokémon,255.0,20.0,['Grass' 'Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5
304,580,580,Ralts,Psychic,Fairy,"['Psychic', 'Fairy']","['Synchronize', 'Trace']",['Telepathy'],III,28.0,25.0,25.0,45.0,35.0,40.0,198.0,6.6,0.4,0.5,Feeling Pokémon,235.0,20.0,['Human-Like' 'Amorphous'],"Slow
",35.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,Tranquill,Normal,Flying,"['Normal', 'Flying']","['Big Pecks', 'Super Luck']",['Rivalry'],V,62.0,77.0,62.0,50.0,42.0,65.0,358.0,15.0,0.6,0.5,Wild Pigeon Pokémon,120.0,15.0,['Flying'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Pidove,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
331,153,153,Aron,Steel,Rock,"['Steel', 'Rock']","['Sturdy', 'Rock Head']",['Heavy Metal'],III,50.0,70.0,100.0,40.0,40.0,30.0,330.0,60.0,0.4,0.5,Iron Armor Pokémon,180.0,35.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Kabutops,Rock,Water,"['Rock', 'Water']","['Swift Swim', 'Battle Armor']",['Weak Armor'],I,60.0,115.0,105.0,65.0,70.0,80.0,495.0,40.5,1.3,0.875,Shellfish Pokémon,45.0,30.0,['Water 1' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Kabuto,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
305,373,373,Kirlia,Psychic,Fairy,"['Psychic', 'Fairy']","['Synchronize', 'Trace']",['Telepathy'],III,38.0,35.0,35.0,65.0,55.0,50.0,278.0,20.2,0.8,0.5,Emotion Pokémon,120.0,20.0,['Human-Like' 'Amorphous'],"Slow
",35.0,0.0,0.0,0.0,0.0,2.0,3.0,Ralts,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,Whiscash,Water,Ground,"['Water', 'Ground']","['Oblivious', 'Anticipation']",['Hydration'],III,110.0,78.0,73.0,76.0,71.0,60.0,468.0,23.6,0.9,0.5,Whiskers Pokémon,75.0,20.0,['Water 2' 'Water 1'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Barboach,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
757,760,760,Inkay,Dark,Psychic,"['Dark', 'Psychic']","['Contrary', 'Suction Cups']",['Infiltrator'],VI,53.0,54.0,53.0,37.0,46.0,45.0,288.0,3.5,0.4,0.5,Revolving Pokémon,190.0,20.0,['Water 1' 'Water 2'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Barbaracle,Rock,Water,"['Rock', 'Water']","['Tough Claws', 'Sniper']",['Pickpocket'],VI,72.0,105.0,115.0,54.0,86.0,68.0,500.0,96.0,1.3,0.5,Collective Pokémon,45.0,20.0,['Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Binacle,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
509,282,282,Mantyke,Water,Flying,"['Water', 'Flying']","['Swift Swim', 'Water Absorb']",['Water Veil'],IV,45.0,20.0,50.0,60.0,120.0,50.0,345.0,65.0,1.0,0.5,Kite Pokémon,25.0,25.0,-,"Slow
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Marshtomp,Water,Ground,"['Water', 'Ground']",['Torrent'],['Damp'],III,70.0,85.0,70.0,60.0,70.0,50.0,405.0,28.0,0.7,0.875,Mud Fish Pokémon,45.0,20.0,['Monster' 'Water 1'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Mudkip,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
248,354,248,Houndoom,Dark,Fire,"['Dark', 'Fire']","['Early Bird', 'Flash Fire']",['Unnerve'],II,75.0,90.0,50.0,110.0,80.0,95.0,600.0,35.0,1.4,0.5,Dark Pokémon,45.0,20.0,['Field'],"Slow
",35.0,0.0,0.0,0.0,1.0,2.0,2.0,Houndour,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,Camerupt,Fire,Ground,"['Fire', 'Ground']","['Magma Armor', 'Solid Rock']",['Anger Point'],III,70.0,100.0,70.0,105.0,75.0,40.0,560.0,220.0,1.9,0.5,Eruption Pokémon,150.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Numel,1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
361,348,361,Vibrava,Ground,Dragon,"['Ground', 'Dragon']",['Levitate'],[],III,50.0,70.0,50.0,50.0,50.0,70.0,340.0,15.3,1.1,0.5,Vibration Pokémon,120.0,20.0,['Bug' 'Dragon'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Trapinch,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,Carvanha,Water,Dark,"['Water', 'Dark']",['Rough Skin'],['Speed Boost'],III,45.0,90.0,20.0,65.0,20.0,65.0,305.0,20.8,0.8,0.5,Savage Pokémon,225.0,20.0,['Water 2'],"Slow
",35.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
92,612,92,Doduo,Normal,Flying,"['Normal', 'Flying']","['Run Away', 'Early Bird']",['Tangled Feet'],I,35.0,85.0,45.0,35.0,35.0,75.0,310.0,39.2,1.4,0.5,Twin Bird Pokémon,190.0,20.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Sandile,Ground,Dark,"['Ground', 'Dark']","['Intimidate', 'Moxie']",['Anger Point'],V,50.0,72.0,35.0,35.0,35.0,65.0,292.0,15.2,0.7,0.5,Desert Croc Pokémon,180.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0
200,203,203,Azumarill,Water,Fairy,"['Water', 'Fairy']","['Thick Fat', 'Huge Power']",['Sap Sipper'],II,100.0,50.0,80.0,60.0,80.0,50.0,420.0,28.5,0.8,0.5,Aqua Rabbit Pokémon,75.0,10.0,['Water 1' 'Fairy'],"Fast
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Marill,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0,Hoppip,Grass,Flying,"['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard']",['Infiltrator'],II,35.0,35.0,40.0,35.0,55.0,50.0,250.0,0.5,0.4,0.5,Cottonweed Pokémon,255.0,20.0,['Fairy' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
102,300,300,Gengar,Ghost,Poison,"['Ghost', 'Poison']",['Cursed Body'],[],I,60.0,65.0,60.0,130.0,75.0,110.0,600.0,40.5,1.5,0.5,Shadow Pokémon,45.0,20.0,['Amorphous'],"Medium Slow
",70.0,0.0,0.0,0.0,1.0,3.0,3.0,Haunter,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,Taillow,Normal,Flying,"['Normal', 'Flying']",['Guts'],['Scrappy'],III,40.0,55.0,30.0,30.0,30.0,85.0,270.0,2.3,0.3,0.5,Tiny Swallow Pokémon,200.0,15.0,['Flying'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
