ID,Name,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,IsMega,FightsWon,TotalFights,WinPercentage,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3,Alpha_Strike,Durability_Score,Glass_Cannon_Index,Type_Vulnerability,Insta_Kill_Risk,Tank_Bias,Versatility_Bonus,Legendary_Factor 
645,Vanillish,Weak Armor,5,51.0,65.0,65.0,80.0,75.0,59.0,395.0,41.0,1.1,0.5,Icy Snow Pokémon,120,20,1250000,70,0,0,0,2,3,Vanillite,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Ice Body,Snow Cloak,0,0,55,126,0.436508,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,145.0,71.4,1.0283687943262412,8.0,0,0.35443037974683544,1,0
646,Vanilluxe,Weak Armor,5,71.0,95.0,85.0,110.0,95.0,79.0,535.0,57.5,1.3,0.5,Snowstorm Pokémon,45,20,1250000,70,0,0,0,3,3,Vanillish,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Ice Body,Snow Warning,0,0,83,125,0.664,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,205.0,127.8,1.132596685082873,8.0,0,0.3364485981308411,1,0
647,Deerling,Serene Grace,5,60.0,60.0,50.0,40.0,50.0,75.0,335.0,19.5,0.6,0.5,Season Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Sap Sipper,0,0,70,119,0.588235,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,100.0,60.0,0.9900990099009901,12.0,0,0.29850746268656714,1,0
648,Sawsbuck,Serene Grace,5,80.0,100.0,70.0,60.0,70.0,95.0,475.0,92.5,1.9,0.5,Season Pokémon,75,20,1000000,70,0,0,0,2,2,Deerling Spring Form,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Sap Sipper,0,0,89,120,0.741667,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,160.0,112.0,1.1347517730496455,12.0,0,0.29473684210526313,1,0
649,Emolga,Motor Drive,5,55.0,75.0,60.0,75.0,60.0,103.0,428.0,5.0,0.4,0.5,Sky Squirrel Pokémon,200,20,1000000,70,0,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,Static,None,0,0,91,114,0.798246,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,150.0,66.0,1.2396694214876034,4.0,0,0.2803738317757009,1,0
650,Karrablast,No Guard,5,50.0,75.0,45.0,40.0,45.0,60.0,315.0,5.9,0.5,0.5,Clamping Pokémon,200,15,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Swarm,Shed Skin,0,0,53,121,0.438017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,115.0,45.0,1.2637362637362637,6.0,0,0.2857142857142857,1,0
651,Escavalier,Overcoat,5,70.0,135.0,105.0,60.0,105.0,20.0,495.0,33.0,1.0,0.5,Cavalry Pokémon,75,15,1000000,70,0,0,0,2,2,Karrablast,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Swarm,Shell Armor,0,0,72,124,0.580645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,195.0,147.0,0.9241706161137441,4.0,1,0.42424242424242425,1,0
652,Foongus,Regenerator,5,69.0,55.0,45.0,55.0,55.0,15.0,294.0,1.0,0.2,0.5,Mushroom Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Effect Spore,None,0,0,14,120,0.116667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,110.0,69.0,1.0891089108910892,8.0,0,0.3401360544217687,1,0
653,Amoonguss,Regenerator,5,114.0,85.0,70.0,85.0,80.0,30.0,464.0,10.5,0.6,0.5,Mushroom Pokémon,75,20,1000000,70,0,0,0,2,2,Foongus,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Effect Spore,None,0,0,25,121,0.206612,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,170.0,171.0,1.1258278145695364,8.0,0,0.3232758620689655,1,0
654,Frillish,Damp,5,55.0,40.0,50.0,65.0,85.0,40.0,335.0,33.0,1.2,0.5,Floating Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0,Water Absorb,Cursed Body,0,0,42,132,0.318182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,105.0,74.25,0.7720588235294118,8.0,0,0.40298507462686567,1,0
655,Jellicent,Damp,5,100.0,60.0,70.0,85.0,105.0,60.0,480.0,135.0,2.2,0.5,Floating Pokémon,60,20,1000000,70,0,0,0,2,2,Frillish,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0,Water Absorb,Cursed Body,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,145.0,175.0,0.8238636363636364,8.0,0,0.3645833333333333,1,0
656,Alomomola,Regenerator,5,165.0,75.0,80.0,40.0,45.0,65.0,470.0,31.6,1.2,0.5,Caring Pokémon,75,40,800000,70,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Healer,Hydration,0,0,68,132,0.515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,115.0,206.25,0.9126984126984127,4.0,0,0.26595744680851063,1,0
657,Joltik,Swarm,5,50.0,47.0,50.0,57.0,50.0,65.0,319.0,0.6,0.1,0.5,Attaching Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,Compound Eyes,Unnerve,0,0,64,138,0.463768,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,104.0,50.0,1.0297029702970297,4.0,0,0.31347962382445144,1,0
658,Galvantula,Swarm,5,70.0,77.0,60.0,97.0,60.0,108.0,472.0,14.3,0.8,0.5,EleSpider Pokémon,75,20,1000000,70,0,0,0,2,2,Joltik,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,Compound Eyes,Unnerve,0,0,115,137,0.839416,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,174.0,84.0,1.43801652892562,4.0,0,0.2542372881355932,1,0
659,Ferroseed,None,5,44.0,50.0,91.0,24.0,86.0,10.0,305.0,18.8,0.6,0.5,Thorn Seed Pokémon,255,20,1000000,70,0,0,0,1,2,No Preevolution,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,Iron Barbs,None,0,0,22,111,0.198198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,74.0,77.88,0.4157303370786517,6.0,1,0.580327868852459,1,0
660,Ferrothorn,Anticipation,5,74.0,94.0,131.0,54.0,116.0,20.0,489.0,110.0,1.0,0.5,Thorn Pod Pokémon,90,20,1000000,70,0,0,0,2,2,Ferroseed,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,Iron Barbs,None,0,0,61,136,0.448529,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,148.0,182.78,0.5967741935483871,6.0,1,0.5051124744376279,1,0
661,Klink,Clear Body,5,40.0,55.0,70.0,45.0,60.0,30.0,300.0,21.0,0.3,0.5,Gear Pokémon,130,20,1059860,70,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Plus,Minus,1,0,12,113,0.106195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,100.0,52.0,0.7633587786259542,6.0,0,0.43333333333333335,1,0
662,Klang,Clear Body,5,60.0,80.0,95.0,70.0,85.0,50.0,440.0,51.0,0.6,0.5,Gear Pokémon,60,20,1059860,70,0,0,0,2,3,Klink,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Plus,Minus,1,0,27,121,0.22314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,150.0,108.0,0.8287292817679558,6.0,0,0.4090909090909091,1,0
663,Klinklang,Clear Body,5,60.0,100.0,115.0,70.0,85.0,90.0,520.0,81.0,0.6,0.5,Gear Pokémon,30,20,1059860,70,0,0,0,3,3,Klang,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Plus,Minus,1,0,99,131,0.755725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,170.0,120.0,0.845771144278607,6.0,0,0.38461538461538464,1,0
664,Tynamo,None,5,35.0,55.0,40.0,45.0,40.0,60.0,275.0,0.3,0.2,0.5,EleFish Pokémon,190,20,1250000,70,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Levitate,None,0,0,45,126,0.357143,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,100.0,28.0,1.2345679012345678,2.0,0,0.2909090909090909,1,0
665,Eelektrik,None,5,65.0,85.0,70.0,75.0,70.0,40.0,405.0,22.0,1.2,0.5,EleFish Pokémon,60,20,1250000,70,0,0,0,2,3,Tynamo,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Levitate,None,0,0,26,128,0.203125,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,160.0,91.0,1.1347517730496455,2.0,0,0.345679012345679,1,0
666,Eelektross,None,5,85.0,115.0,80.0,105.0,80.0,50.0,515.0,80.5,2.1,0.5,EleFish Pokémon,30,20,1250000,70,0,0,0,3,3,Eelektrik,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Levitate,None,0,0,34,111,0.306306,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,220.0,136.0,1.3664596273291925,2.0,0,0.3106796116504854,1,0
667,Elgyem,Analytic,5,55.0,55.0,55.0,85.0,55.0,30.0,335.0,9.0,0.5,0.5,Cerebral Pokémon,255,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Telepathy,Synchronize,0,0,21,159,0.132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,140.0,60.5,1.2612612612612613,6.0,0,0.3283582089552239,1,0
668,Beheeyem,Analytic,5,75.0,75.0,75.0,125.0,95.0,40.0,485.0,34.5,1.0,0.5,Cerebral Pokémon,90,20,1000000,70,0,0,0,2,2,Elgyem,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Telepathy,Synchronize,0,0,21,134,0.156716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,200.0,127.5,1.1695906432748537,6.0,0,0.35051546391752575,1,0
669,Litwick,Infiltrator,5,50.0,30.0,55.0,65.0,55.0,20.0,275.0,3.1,0.3,0.5,Candle Pokémon,190,20,1059860,70,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,Flash Fire,Flame Body,0,0,16,117,0.136752,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,95.0,55.0,0.8558558558558559,10.0,0,0.4,1,0
670,Lampent,Infiltrator,5,60.0,40.0,60.0,95.0,60.0,55.0,370.0,13.0,0.6,0.5,Lamp Pokémon,90,20,1059860,70,0,0,0,2,3,Litwick,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,Flash Fire,Flame Body,0,0,57,135,0.422222,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,135.0,72.0,1.115702479338843,10.0,0,0.32432432432432434,1,0
671,Chandelure,Infiltrator,5,60.0,55.0,90.0,145.0,90.0,80.0,520.0,34.3,1.0,0.5,Luring Pokémon,45,20,1059860,70,0,0,0,3,3,Lampent,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,Flash Fire,Flame Body,0,0,68,112,0.607143,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,200.0,108.0,1.1049723756906078,10.0,0,0.34615384615384615,1,0
672,Axew,Unnerve,5,46.0,87.0,60.0,30.0,40.0,57.0,320.0,18.0,0.6,0.5,Tusk Pokémon,75,40,1250000,35,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rivalry,Mold Breaker,0,0,51,135,0.377778,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,117.0,46.0,1.1584158415841583,6.0,0,0.3125,1,0
673,Fraxure,Unnerve,5,66.0,117.0,70.0,40.0,50.0,67.0,410.0,36.0,1.0,0.5,Axe Jaw Pokémon,60,40,1250000,35,0,0,0,2,3,Axew,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rivalry,Mold Breaker,0,0,59,129,0.457364,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,157.0,79.2,1.2975206611570247,6.0,0,0.2926829268292683,1,0
674,Haxorus,Unnerve,5,76.0,147.0,90.0,60.0,70.0,97.0,540.0,105.5,1.8,0.5,Axe Jaw Pokémon,45,40,1250000,35,0,0,0,3,3,Fraxure,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rivalry,Mold Breaker,0,0,105,127,0.826772,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,207.0,121.6,1.2857142857142858,6.0,0,0.2962962962962963,1,0
675,Cubchoo,Rattled,5,55.0,70.0,40.0,60.0,40.0,40.0,305.0,8.5,0.5,0.5,Chill Pokémon,120,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Snow Cloak,Slush Rush,0,0,31,115,0.269565,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,130.0,44.0,1.6049382716049383,8.0,0,0.26229508196721313,1,0
676,Beartic,Swift Swim,5,95.0,130.0,80.0,70.0,80.0,50.0,505.0,260.0,2.6,0.5,Freezing Pokémon,60,20,1000000,70,0,0,0,2,2,Cubchoo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Snow Cloak,Slush Rush,0,0,48,129,0.372093,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,200.0,152.0,1.2422360248447204,8.0,0,0.31683168316831684,1,0
677,Cryogonal,None,5,80.0,50.0,50.0,95.0,135.0,105.0,515.0,148.0,1.1,0.5,Crystallizing Pokémon,25,25,1000000,70,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Levitate,None,1,0,119,148,0.804054,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,145.0,148.0,0.7795698924731183,8.0,0,0.3592233009708738,1,0
678,Shelmet,Overcoat,5,50.0,40.0,85.0,40.0,65.0,25.0,305.0,7.7,0.4,0.5,Snail Pokémon,200,15,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Hydration,Shell Armor,0,0,11,124,0.08871,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,75.0,0.5298013245033113,6.0,0,0.4918032786885246,1,0
679,Accelgor,Unburden,5,80.0,70.0,40.0,100.0,60.0,145.0,495.0,25.3,0.8,0.5,Shell Out Pokémon,75,15,1000000,70,0,0,0,2,2,Shelmet,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Hydration,Sticky Hold,0,0,118,128,0.921875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,170.0,80.0,1.683168316831683,6.0,0,0.20202020202020202,1,0
680,Stunfisk,Sand Veil,5,109.0,66.0,84.0,81.0,99.0,32.0,471.0,11.0,0.7,0.5,Trap Pokémon,75,20,1000000,70,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Static,Limber,0,0,29,144,0.201389,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,147.0,199.47,0.7989130434782609,8.0,0,0.3885350318471338,1,0
681,Mienfoo,Reckless,5,45.0,85.0,50.0,55.0,50.0,65.0,350.0,20.0,0.9,0.5,Martial Arts Pokémon,180,25,1059860,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Inner Focus,Regenerator,0,0,66,130,0.507692,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,140.0,45.0,1.386138613861386,6.0,0,0.2857142857142857,1,0
682,Mienshao,Reckless,5,65.0,125.0,60.0,95.0,60.0,105.0,510.0,35.5,1.4,0.5,Martial Arts Pokémon,45,25,1059860,70,0,0,0,2,2,Mienfoo,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Inner Focus,Regenerator,0,0,121,131,0.923664,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,220.0,78.0,1.8181818181818181,6.0,0,0.23529411764705882,1,0
683,Druddigon,Mold Breaker,5,77.0,120.0,90.0,60.0,90.0,48.0,485.0,139.0,1.6,0.5,Cave Pokémon,45,30,1000000,70,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rough Skin,Sheer Force,0,0,39,140,0.278571,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,180.0,138.6,0.994475138121547,6.0,0,0.3711340206185567,1,0
684,Golett,No Guard,5,59.0,74.0,50.0,35.0,50.0,35.0,303.0,92.0,1.0,0.5,Automaton Pokémon,190,25,1000000,70,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,Iron Fist,Klutz,1,0,40,128,0.3125,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,109.0,59.0,1.0792079207920793,10.0,0,0.33003300330033003,1,0
685,Golurk,No Guard,5,89.0,124.0,80.0,55.0,80.0,55.0,483.0,330.0,2.8,0.5,Automaton Pokémon,90,25,1000000,70,0,0,0,2,2,Golett,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,Iron Fist,Klutz,1,0,72,126,0.571429,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,179.0,142.4,1.1118012422360248,10.0,0,0.33126293995859213,1,0
686,Pawniard,Pressure,5,45.0,85.0,70.0,40.0,40.0,60.0,340.0,10.2,0.5,0.5,Sharp Blade Pokémon,120,20,1000000,35,0,0,0,1,3,No Preevolution,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,Defiant,Inner Focus,0,0,57,109,0.522936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,125.0,49.5,1.1261261261261262,8.0,1,0.3235294117647059,1,0
687,Bisharp,Pressure,5,65.0,125.0,100.0,60.0,70.0,70.0,490.0,70.0,1.6,0.5,Sword Blade Pokémon,45,20,1000000,35,0,0,0,2,3,Pawniard,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,Defiant,Inner Focus,0,0,86,141,0.609929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,185.0,110.5,1.0818713450292399,8.0,1,0.3469387755102041,1,0
688,Bouffalant,Soundproof,5,95.0,110.0,95.0,40.0,95.0,55.0,490.0,94.6,1.6,0.5,Bash Buffalo Pokémon,45,20,1000000,70,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reckless,Sap Sipper,0,0,48,119,0.403361,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,150.0,180.5,0.7853403141361257,2.0,0,0.3877551020408163,1,0
689,Rufflet,Hustle,5,70.0,83.0,50.0,37.0,50.0,60.0,350.0,10.5,0.5,1.0,Eaglet Pokémon,190,20,1250000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Keen Eye,Sheer Force,0,0,41,122,0.336066,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,120.0,70.0,1.188118811881188,6.0,0,0.2857142857142857,1,0
