ID,Name,Type 1,Type 2,Abilities,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,EggGroup,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy 
622,Scrafty,Dark,Fighting,"['Shed Skin', 'Moxie']",['Intimidate'],V,65.0,90.0,115.0,45.0,115.0,58.0,488.0,30.0,1.1,0.5,Hoodlum Pokémon,90,15,['Field' 'Dragon'],Medium Fast,70,0,0,0,0,2,2,Scraggy,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0
623,Sigilyph,Psychic,Flying,"['Wonder Skin', 'Magic Guard']",['Tinted Lens'],V,72.0,58.0,80.0,103.0,80.0,97.0,490.0,14.0,1.4,0.5,Avianoid Pokémon,45,20,['Flying'],Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
624,Yamask,Ghost,None,['Mummy'],[],V,38.0,30.0,85.0,55.0,65.0,30.0,303.0,1.5,0.5,0.5,Spirit Pokémon,190,25,['Mineral' 'Amorphous'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
625,Cofagrigus,Ghost,None,['Mummy'],[],V,58.0,50.0,145.0,95.0,105.0,30.0,483.0,76.5,1.7,0.5,Coffin Pokémon,90,25,['Mineral' 'Amorphous'],Medium Fast,70,0,0,0,0,2,2,Yamask,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
626,Tirtouga,Water,Rock,"['Solid Rock', 'Sturdy']",['Swift Swim'],V,54.0,78.0,103.0,53.0,45.0,22.0,355.0,16.5,0.7,0.875,Prototurtle Pokémon,45,30,['Water 1' 'Water 3'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
627,Carracosta,Water,Rock,"['Solid Rock', 'Sturdy']",['Swift Swim'],V,74.0,108.0,133.0,83.0,65.0,32.0,495.0,81.0,1.2,0.875,Prototurtle Pokémon,45,30,['Water 1' 'Water 3'],Medium Fast,70,0,0,0,0,2,2,Tirtouga,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
628,Archen,Rock,Flying,['Defeatist'],[],V,55.0,112.0,45.0,74.0,45.0,70.0,401.0,9.5,0.5,0.875,First Bird Pokémon,45,30,['Flying' 'Water 3'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
629,Archeops,Rock,Flying,['Defeatist'],[],V,75.0,140.0,65.0,112.0,65.0,110.0,567.0,32.0,1.4,0.875,First Bird Pokémon,45,30,['Flying' 'Water 3'],Medium Fast,70,0,0,0,0,2,2,Archen,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
630,Trubbish,Poison,None,"['Stench', 'Sticky Hold']",['Aftermath'],V,50.0,50.0,62.0,40.0,62.0,65.0,329.0,31.0,0.6,0.5,Trash Bag Pokémon,190,20,['Mineral'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
631,Garbodor,Poison,None,"['Stench', 'Weak Armor']",['Aftermath'],V,80.0,95.0,82.0,60.0,82.0,75.0,474.0,107.3,1.9,0.5,Trash Heap Pokémon,60,20,['Mineral'],Medium Fast,70,0,0,0,0,2,2,Trubbish,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
632,Zorua,Dark,None,['Illusion'],[],V,40.0,65.0,40.0,80.0,40.0,65.0,330.0,12.5,0.7,0.875,Tricky Fox Pokémon,75,25,['Field'],Medium Slow,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
633,Zoroark,Dark,None,['Illusion'],[],V,60.0,105.0,60.0,120.0,60.0,105.0,510.0,81.1,1.6,0.875,Illusion Fox Pokémon,45,20,['Field'],Medium Slow,70,0,0,0,0,2,2,Zorua,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
634,Minccino,Normal,None,"['Cute Charm', 'Technician']",['Skill Link'],V,55.0,50.0,40.0,40.0,40.0,75.0,300.0,5.8,0.4,0.25,Chinchilla Pokémon,255,15,['Field'],Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
635,Cinccino,Normal,None,"['Cute Charm', 'Technician']",['Skill Link'],V,75.0,95.0,60.0,65.0,60.0,115.0,470.0,7.5,0.5,0.25,Scarf Pokémon,60,15,['Field'],Fast,70,0,0,0,0,2,2,Minccino,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
636,Gothita,Psychic,None,"['Frisk', 'Competitive']",['Shadow Tag'],V,45.0,30.0,50.0,55.0,65.0,45.0,290.0,5.8,0.4,0.25,Fixation Pokémon,200,20,['Human-Like'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
637,Gothorita,Psychic,None,"['Frisk', 'Competitive']",['Shadow Tag'],V,60.0,45.0,70.0,75.0,85.0,55.0,390.0,18.0,0.7,0.25,Manipulate Pokémon,100,20,['Human-Like'],Medium Slow,70,0,0,0,0,2,3,Gothita,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
638,Gothitelle,Psychic,None,"['Frisk', 'Competitive']",['Shadow Tag'],V,70.0,55.0,95.0,95.0,110.0,65.0,490.0,44.0,1.5,0.25,Astral Body Pokémon,50,20,['Human-Like'],Medium Slow,70,0,0,0,0,3,3,Gothorita,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
639,Solosis,Psychic,None,"['Overcoat', 'Magic Guard']",['Regenerator'],V,45.0,30.0,40.0,105.0,50.0,20.0,290.0,1.0,0.3,0.5,Cell Pokémon,200,20,['Amorphous'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
640,Duosion,Psychic,None,"['Overcoat', 'Magic Guard']",['Regenerator'],V,65.0,40.0,50.0,125.0,60.0,30.0,370.0,8.0,0.6,0.5,Mitosis Pokémon,100,20,['Amorphous'],Medium Slow,70,0,0,0,0,2,3,Solosis,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
641,Reuniclus,Psychic,None,"['Overcoat', 'Magic Guard']",['Regenerator'],V,110.0,65.0,75.0,125.0,85.0,30.0,490.0,20.1,1.0,0.5,Multiplying Pokémon,50,20,['Amorphous'],Medium Slow,70,0,0,0,0,3,3,Duosion,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
642,Ducklett,Water,Flying,"['Keen Eye', 'Big Pecks']",['Hydration'],V,62.0,44.0,50.0,44.0,50.0,55.0,305.0,5.5,0.5,0.5,Water Bird Pokémon,190,20,['Water 1' 'Flying'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
643,Swanna,Water,Flying,"['Keen Eye', 'Big Pecks']",['Hydration'],V,75.0,87.0,63.0,87.0,63.0,98.0,473.0,24.2,1.3,0.5,White Bird Pokémon,45,20,['Water 1' 'Flying'],Medium Fast,70,0,0,0,0,2,2,Ducklett,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
644,Vanillite,Ice,None,"['Ice Body', 'Snow Cloak']",['Weak Armor'],V,36.0,50.0,50.0,65.0,60.0,44.0,305.0,5.7,0.4,0.5,Fresh Snow Pokémon,255,20,['Mineral'],Slow,70,0,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
645,Vanillish,Ice,None,"['Ice Body', 'Snow Cloak']",['Weak Armor'],V,51.0,65.0,65.0,80.0,75.0,59.0,395.0,41.0,1.1,0.5,Icy Snow Pokémon,120,20,['Mineral'],Slow,70,0,0,0,0,2,3,Vanillite,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
646,Vanilluxe,Ice,None,"['Ice Body', 'Snow Warning']",['Weak Armor'],V,71.0,95.0,85.0,110.0,95.0,79.0,535.0,57.5,1.3,0.5,Snowstorm Pokémon,45,20,['Mineral'],Slow,70,0,0,0,0,3,3,Vanillish,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
647,Deerling,Normal,Grass,"['Chlorophyll', 'Sap Sipper']",['Serene Grace'],V,60.0,60.0,50.0,40.0,50.0,75.0,335.0,19.5,0.6,0.5,Season Pokémon,190,20,['Field'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
648,Sawsbuck,Normal,Grass,"['Chlorophyll', 'Sap Sipper']",['Serene Grace'],V,80.0,100.0,70.0,60.0,70.0,95.0,475.0,92.5,1.9,0.5,Season Pokémon,75,20,['Field'],Medium Fast,70,0,0,0,0,2,2,Deerling Spring Form,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
649,Emolga,Electric,Flying,['Static'],['Motor Drive'],V,55.0,75.0,60.0,75.0,60.0,103.0,428.0,5.0,0.4,0.5,Sky Squirrel Pokémon,200,20,['Field'],Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
650,Karrablast,Bug,None,"['Swarm', 'Shed Skin']",['No Guard'],V,50.0,75.0,45.0,40.0,45.0,60.0,315.0,5.9,0.5,0.5,Clamping Pokémon,200,15,['Bug'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
651,Escavalier,Bug,Steel,"['Swarm', 'Shell Armor']",['Overcoat'],V,70.0,135.0,105.0,60.0,105.0,20.0,495.0,33.0,1.0,0.5,Cavalry Pokémon,75,15,['Bug'],Medium Fast,70,0,0,0,0,2,2,Karrablast,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
652,Foongus,Grass,Poison,['Effect Spore'],['Regenerator'],V,69.0,55.0,45.0,55.0,55.0,15.0,294.0,1.0,0.2,0.5,Mushroom Pokémon,190,20,['Grass'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
653,Amoonguss,Grass,Poison,['Effect Spore'],['Regenerator'],V,114.0,85.0,70.0,85.0,80.0,30.0,464.0,10.5,0.6,0.5,Mushroom Pokémon,75,20,['Grass'],Medium Fast,70,0,0,0,0,2,2,Foongus,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
654,Frillish,Water,Ghost,"['Water Absorb', 'Cursed Body']",['Damp'],V,55.0,40.0,50.0,65.0,85.0,40.0,335.0,33.0,1.2,0.5,Floating Pokémon,190,20,['Amorphous'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0
655,Jellicent,Water,Ghost,"['Water Absorb', 'Cursed Body']",['Damp'],V,100.0,60.0,70.0,85.0,105.0,60.0,480.0,135.0,2.2,0.5,Floating Pokémon,60,20,['Amorphous'],Medium Fast,70,0,0,0,0,2,2,Frillish,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0
656,Alomomola,Water,None,"['Healer', 'Hydration']",['Regenerator'],V,165.0,75.0,80.0,40.0,45.0,65.0,470.0,31.6,1.2,0.5,Caring Pokémon,75,40,['Water 1' 'Water 2'],Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
657,Joltik,Bug,Electric,"['Compound Eyes', 'Unnerve']",['Swarm'],V,50.0,47.0,50.0,57.0,50.0,65.0,319.0,0.6,0.1,0.5,Attaching Pokémon,190,20,['Bug'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
658,Galvantula,Bug,Electric,"['Compound Eyes', 'Unnerve']",['Swarm'],V,70.0,77.0,60.0,97.0,60.0,108.0,472.0,14.3,0.8,0.5,EleSpider Pokémon,75,20,['Bug'],Medium Fast,70,0,0,0,0,2,2,Joltik,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
659,Ferroseed,Grass,Steel,['Iron Barbs'],[],V,44.0,50.0,91.0,24.0,86.0,10.0,305.0,18.8,0.6,0.5,Thorn Seed Pokémon,255,20,['Grass' 'Mineral'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5
660,Ferrothorn,Grass,Steel,['Iron Barbs'],['Anticipation'],V,74.0,94.0,131.0,54.0,116.0,20.0,489.0,110.0,1.0,0.5,Thorn Pod Pokémon,90,20,['Grass' 'Mineral'],Medium Fast,70,0,0,0,0,2,2,Ferroseed,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5
661,Klink,Steel,None,"['Plus', 'Minus']",['Clear Body'],V,40.0,55.0,70.0,45.0,60.0,30.0,300.0,21.0,0.3,-1,Gear Pokémon,130,20,['Mineral'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
662,Klang,Steel,None,"['Plus', 'Minus']",['Clear Body'],V,60.0,80.0,95.0,70.0,85.0,50.0,440.0,51.0,0.6,-1,Gear Pokémon,60,20,['Mineral'],Medium Slow,70,0,0,0,0,2,3,Klink,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
663,Klinklang,Steel,None,"['Plus', 'Minus']",['Clear Body'],V,60.0,100.0,115.0,70.0,85.0,90.0,520.0,81.0,0.6,-1,Gear Pokémon,30,20,['Mineral'],Medium Slow,70,0,0,0,0,3,3,Klang,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
664,Tynamo,Electric,None,['Levitate'],[],V,35.0,55.0,40.0,45.0,40.0,60.0,275.0,0.3,0.2,0.5,EleFish Pokémon,190,20,['Amorphous'],Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
665,Eelektrik,Electric,None,['Levitate'],[],V,65.0,85.0,70.0,75.0,70.0,40.0,405.0,22.0,1.2,0.5,EleFish Pokémon,60,20,['Amorphous'],Slow,70,0,0,0,0,2,3,Tynamo,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
666,Eelektross,Electric,None,['Levitate'],[],V,85.0,115.0,80.0,105.0,80.0,50.0,515.0,80.5,2.1,0.5,EleFish Pokémon,30,20,['Amorphous'],Slow,70,0,0,0,0,3,3,Eelektrik,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
667,Elgyem,Psychic,None,"['Telepathy', 'Synchronize']",['Analytic'],V,55.0,55.0,55.0,85.0,55.0,30.0,335.0,9.0,0.5,0.5,Cerebral Pokémon,255,20,['Human-Like'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
668,Beheeyem,Psychic,None,"['Telepathy', 'Synchronize']",['Analytic'],V,75.0,75.0,75.0,125.0,95.0,40.0,485.0,34.5,1.0,0.5,Cerebral Pokémon,90,20,['Human-Like'],Medium Fast,70,0,0,0,0,2,2,Elgyem,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
669,Litwick,Ghost,Fire,"['Flash Fire', 'Flame Body']",['Infiltrator'],V,50.0,30.0,55.0,65.0,55.0,20.0,275.0,3.1,0.3,0.5,Candle Pokémon,190,20,['Amorphous'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
670,Lampent,Ghost,Fire,"['Flash Fire', 'Flame Body']",['Infiltrator'],V,60.0,40.0,60.0,95.0,60.0,55.0,370.0,13.0,0.6,0.5,Lamp Pokémon,90,20,['Amorphous'],Medium Slow,70,0,0,0,0,2,3,Litwick,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
671,Chandelure,Ghost,Fire,"['Flash Fire', 'Flame Body']",['Infiltrator'],V,60.0,55.0,90.0,145.0,90.0,80.0,520.0,34.3,1.0,0.5,Luring Pokémon,45,20,['Amorphous'],Medium Slow,70,0,0,0,0,3,3,Lampent,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
672,Axew,Dragon,None,"['Rivalry', 'Mold Breaker']",['Unnerve'],V,46.0,87.0,60.0,30.0,40.0,57.0,320.0,18.0,0.6,0.5,Tusk Pokémon,75,40,['Monster' 'Dragon'],Slow,35,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
673,Fraxure,Dragon,None,"['Rivalry', 'Mold Breaker']",['Unnerve'],V,66.0,117.0,70.0,40.0,50.0,67.0,410.0,36.0,1.0,0.5,Axe Jaw Pokémon,60,40,['Monster' 'Dragon'],Slow,35,0,0,0,0,2,3,Axew,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
674,Haxorus,Dragon,None,"['Rivalry', 'Mold Breaker']",['Unnerve'],V,76.0,147.0,90.0,60.0,70.0,97.0,540.0,105.5,1.8,0.5,Axe Jaw Pokémon,45,40,['Monster' 'Dragon'],Slow,35,0,0,0,0,3,3,Fraxure,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
675,Cubchoo,Ice,None,"['Snow Cloak', 'Slush Rush']",['Rattled'],V,55.0,70.0,40.0,60.0,40.0,40.0,305.0,8.5,0.5,0.5,Chill Pokémon,120,20,['Field'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
676,Beartic,Ice,None,"['Snow Cloak', 'Slush Rush']",['Swift Swim'],V,95.0,130.0,80.0,70.0,80.0,50.0,505.0,260.0,2.6,0.5,Freezing Pokémon,60,20,['Field'],Medium Fast,70,0,0,0,0,2,2,Cubchoo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
677,Cryogonal,Ice,None,['Levitate'],[],V,80.0,50.0,50.0,95.0,135.0,105.0,515.0,148.0,1.1,-1,Crystallizing Pokémon,25,25,['Mineral'],Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
678,Shelmet,Bug,None,"['Hydration', 'Shell Armor']",['Overcoat'],V,50.0,40.0,85.0,40.0,65.0,25.0,305.0,7.7,0.4,0.5,Snail Pokémon,200,15,['Bug'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
679,Accelgor,Bug,None,"['Hydration', 'Sticky Hold']",['Unburden'],V,80.0,70.0,40.0,100.0,60.0,145.0,495.0,25.3,0.8,0.5,Shell Out Pokémon,75,15,['Bug'],Medium Fast,70,0,0,0,0,2,2,Shelmet,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
680,Stunfisk,Ground,Electric,"['Static', 'Limber']",['Sand Veil'],V,109.0,66.0,84.0,81.0,99.0,32.0,471.0,11.0,0.7,0.5,Trap Pokémon,75,20,['Water 1' 'Amorphous'],Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
681,Mienfoo,Fighting,None,"['Inner Focus', 'Regenerator']",['Reckless'],V,45.0,85.0,50.0,55.0,50.0,65.0,350.0,20.0,0.9,0.5,Martial Arts Pokémon,180,25,['Field' 'Human-Like'],Medium Slow,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
682,Mienshao,Fighting,None,"['Inner Focus', 'Regenerator']",['Reckless'],V,65.0,125.0,60.0,95.0,60.0,105.0,510.0,35.5,1.4,0.5,Martial Arts Pokémon,45,25,['Field' 'Human-Like'],Medium Slow,70,0,0,0,0,2,2,Mienfoo,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
683,Druddigon,Dragon,None,"['Rough Skin', 'Sheer Force']",['Mold Breaker'],V,77.0,120.0,90.0,60.0,90.0,48.0,485.0,139.0,1.6,0.5,Cave Pokémon,45,30,['Dragon' 'Monster'],Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
684,Golett,Ground,Ghost,"['Iron Fist', 'Klutz']",['No Guard'],V,59.0,74.0,50.0,35.0,50.0,35.0,303.0,92.0,1.0,-1,Automaton Pokémon,190,25,['Mineral'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
685,Golurk,Ground,Ghost,"['Iron Fist', 'Klutz']",['No Guard'],V,89.0,124.0,80.0,55.0,80.0,55.0,483.0,330.0,2.8,-1,Automaton Pokémon,90,25,['Mineral'],Medium Fast,70,0,0,0,0,2,2,Golett,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
686,Pawniard,Dark,Steel,"['Defiant', 'Inner Focus']",['Pressure'],V,45.0,85.0,70.0,40.0,40.0,60.0,340.0,10.2,0.5,0.5,Sharp Blade Pokémon,120,20,['Human-Like'],Medium Fast,35,0,0,0,0,1,3,No Preevolution,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0
687,Bisharp,Dark,Steel,"['Defiant', 'Inner Focus']",['Pressure'],V,65.0,125.0,100.0,60.0,70.0,70.0,490.0,70.0,1.6,0.5,Sword Blade Pokémon,45,20,['Human-Like'],Medium Fast,35,0,0,0,0,2,3,Pawniard,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0
688,Bouffalant,Normal,None,"['Reckless', 'Sap Sipper']",['Soundproof'],V,95.0,110.0,95.0,40.0,95.0,55.0,490.0,94.6,1.6,0.5,Bash Buffalo Pokémon,45,20,['Field'],Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
