"DexNumber","Name","Type","Abilities","HiddenAbility","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship","IsLegendary","IsMythical","IsUltraBeast","HasMega","EvoStage","TotalEvoStages","PreevoName","DamageFromNormal","DamageFromFighting","DamageFromFlying","DamageFromPoison","DamageFromGround","DamageFromRock","DamageFromBug","DamageFromGhost","DamageFromSteel","DamageFromFire","DamageFromWater","DamageFromGrass","DamageFromElectric","DamageFromPsychic","DamageFromIce","DamageFromDragon","DamageFromDark","DamageFromFairy"
759,"Stufful","['Normal', 'Fighting']","['Fluffy', 'Klutz']","['Cute Charm']","VII",70,75,50,45,50,50,340,6.8,0.5,0.5,"Flailing Pokémon","140","15",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
760,"Bewear","['Normal', 'Fighting']","['Fluffy', 'Klutz']","['Unnerve']","VII",120,125,80,55,60,60,500,135.0,2.1,0.5,"Strong Arm Pokémon","70","15",['Field'],"Medium Fast
","70
",0,0,0,0,2,2,"Stufful",1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
761,"Bounsweet","['Grass']","['Leaf Guard', 'Oblivious']","['Sweet Veil']","VII",42,30,38,30,38,32,210,3.2,0.3,0.0,"Fruit Pokémon","235","20",['Grass'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
762,"Steenee","['Grass']","['Leaf Guard', 'Oblivious']","['Sweet Veil']","VII",52,40,48,40,48,62,290,8.2,0.7,0.0,"Fruit Pokémon","120","20",['Grass'],"Medium Slow
","70
",0,0,0,0,2,3,"Bounsweet",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
763,"Tsareena","['Grass']","['Leaf Guard', 'Queenly Majesty']","['Sweet Veil']","VII",72,120,98,50,98,72,510,21.4,1.2,0.0,"Fruit Pokémon","45","20",['Grass'],"Medium Slow
","70
",0,0,0,0,3,3,"Steenee",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
764,"Comfey","['Fairy']","['Flower Veil', 'Triage']","['Natural Cure']","VII",51,52,90,82,110,100,485,0.3,0.1,0.25,"Posy Picker Pokémon","60","20",['Grass'],"Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
765,"Oranguru","['Normal', 'Psychic']","['Inner Focus', 'Telepathy']","['Symbiosis']","VII",90,60,80,90,110,60,490,76.0,1.5,0.5,"Sage Pokémon","45","20",['Field'],"Slow
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
766,"Passimian","['Fighting']","['Receiver']","['Defiant']","VII",100,120,90,40,60,80,490,82.8,2.0,0.5,"Teamwork Pokémon","45","20",['Field'],"Slow
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
767,"Wimpod","['Bug', 'Water']","['Wimp Out']","[]","VII",25,35,40,20,30,80,230,12.0,0.5,0.5,"Turn Tail Pokémon","90","20",['Bug' 'Water 3'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0
768,"Golisopod","['Bug', 'Water']","['Emergency Exit']","[]","VII",75,125,140,60,90,40,530,108.0,2.0,0.5,"Hard Scale Pokémon","45","20",['Bug' 'Water 3'],"Medium Fast
","70
",0,0,0,0,2,2,"Wimpod",1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0
769,"Sandygast","['Ghost', 'Ground']","['Water Compaction']","['Sand Veil']","VII",55,55,80,70,45,15,320,70.0,0.5,0.5,"Sand Heap Pokémon","140","15",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
770,"Palossand","['Ghost', 'Ground']","['Water Compaction']","['Sand Veil']","VII",85,75,110,100,75,35,480,250.0,1.3,0.5,"Sand Castle Pokémon","60","15",['Amorphous'],"Medium Fast
","70
",0,0,0,0,2,2,"Sandygast",0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
771,"Pyukumuku","['Water']","['Innards Out']","['Unaware']","VII",55,60,130,30,130,5,410,1.2,0.3,0.5,"Sea Cucumber Pokémon","60","15",['Water 1'],"Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
772,"Type: Null","['Normal']","['Battle Armor']","[]","VII",95,95,95,95,95,59,534,120.5,1.9,"-","Synthetic Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
773,"Silvally Type: Normal","['Normal']","['RKS System']","[]","VII",95,95,95,95,95,95,570,100.5,2.3,"-","Synthetic Pokémon","3","120","-","Slow
","0
",1,0,0,0,2,2,"Type: Null",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
774,"Minior Meteor Form","['Rock', 'Flying']","['Shields Down']","[]","VII",60,60,100,60,100,60,500,40.0,0.3,"-","Meteor Pokémon","30","25",['Mineral'],"Medium Slow
","70
",0,0,0,0,1,1,"No Preevolution",0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
774,"Minior Red Core","['Rock', 'Flying']","['Shields Down']","[]","VII",60,100,60,100,60,120,500,40.0,0.3,"-","Meteor Pokémon","30","25",['Mineral'],"Medium Slow
","70
",0,0,0,0,1,1,"No Preevolution",0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
775,"Komala","['Normal']","['Comatose']","[]","VII",65,115,65,75,95,65,480,19.9,0.4,0.5,"Drowsing Pokémon","45","20",['Field'],"Slow
","70
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
776,"Turtonator","['Fire', 'Dragon']","['Shell Armor']","[]","VII",60,78,135,91,85,36,485,212.0,2.0,0.5,"Blast Turtle Pokémon","70","20",['Monster' 'Dragon'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.25,1.0,0.25,0.5,1.0,1.0,2.0,1.0,1.0
777,"Togedemaru","['Electric', 'Steel']","['Iron Barbs', 'Lightning Rod']","['Sturdy']","VII",65,98,63,40,73,96,435,3.3,0.3,0.5,"Roly-Poly Pokémon","180","10",['Field' 'Fairy'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5
778,"Mimikyu Disguised Form","['Ghost', 'Fairy']","['Disguise']","[]","VII",55,90,80,50,105,96,476,0.7,0.2,0.5,"Disguise Pokémon","45","20",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",0.0,0.0,1.0,1.0,1.0,1.0,0.25,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
778,"Mimikyu Busted Form","['Ghost', 'Fairy']","['Disguise']","[]","VII",55,90,80,50,105,96,476,0.7,0.2,0.5,"Disguise Pokémon","45","20",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",0.0,0.0,1.0,1.0,1.0,1.0,0.25,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
779,"Bruxish","['Water', 'Psychic']","['Dazzling', 'Strong Jaw']","['Wonder Skin']","VII",68,105,70,70,70,92,475,19.0,0.9,0.5,"Gnash Teeth Pokémon","80","15",['Water 2'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0
780,"Drampa","['Normal', 'Dragon']","['Berserk', 'Sap Sipper']","['Cloud Nine']","VII",78,60,85,135,91,36,485,185.0,3.0,0.5,"Placid Pokémon","70","20",['Monster' 'Dragon'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
781,"Dhelmise","['Ghost', 'Grass']","['Steelworker']","[]","VII",70,131,100,86,90,40,517,210.0,3.9,"-","Sea Creeper Pokémon","25","25",['Mineral'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0
782,"Jangmo-o","['Dragon']","['Bulletproof', 'Soundproof']","['Overcoat']","VII",45,55,65,45,45,45,300,29.7,0.6,0.5,"Scaly Pokémon","45","40",['Dragon'],"Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
783,"Hakamo-o","['Dragon', 'Fighting']","['Bulletproof', 'Soundproof']","['Overcoat']","VII",55,75,90,65,70,65,420,47.0,1.2,0.5,"Scaly Pokémon","45","40",['Dragon'],"Slow
","70
",0,0,0,0,2,3,"Jangmo-o",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,2.0,0.5,4.0
784,"Kommo-o","['Dragon', 'Fighting']","['Bulletproof', 'Soundproof']","['Overcoat']","VII",75,110,125,100,105,85,600,78.2,1.6,0.5,"Scaly Pokémon","45","40",['Dragon'],"Slow
","70
",0,0,0,0,3,3,"Hakamo-o",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,2.0,0.5,4.0
785,"Tapu Koko","['Electric', 'Fairy']","['Electric Surge']","['Telepathy']","VII",70,115,85,95,75,130,570,20.5,1.8,"-","Land Spirit Pokémon","3","15","-","Slow
","70
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0
786,"Tapu Lele","['Psychic', 'Fairy']","['Psychic Surge']","['Telepathy']","VII",70,85,75,130,115,95,570,18.6,1.2,"-","Land Spirit Pokémon","3","15","-","Slow
","70
",1,0,0,0,1,1,"No Preevolution",1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
787,"Tapu Bulu","['Grass', 'Fairy']","['Grassy Surge']","['Telepathy']","VII",70,130,115,85,95,75,570,45.5,1.9,"-","Land Spirit Pokémon","3","15","-","Slow
","70
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.5,1.0
788,"Tapu Fini","['Water', 'Fairy']","['Misty Surge']","['Telepathy']","VII",70,75,115,95,130,85,570,21.2,1.3,"-","Land Spirit Pokémon","3","15","-","Slow
","70
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0
789,"Cosmog","['Psychic']","['Unaware']","[]","VII",43,29,31,29,31,37,200,0.1,0.2,"-","Nebula Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,3,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
790,"Cosmoem","['Psychic']","['Sturdy']","[]","VII",43,29,131,29,131,37,400,999.9,0.1,"-","Protostar Pokémon","3","120","-","Slow
","0
",1,0,0,0,2,3,"Cosmog",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
791,"Solgaleo","['Psychic', 'Steel']","['Full Metal Body']","[]","VII",137,137,107,113,89,97,680,230.0,3.4,"-","Sunne Pokémon","3","120","-","Slow
","0
",1,0,0,0,3,3,"Cosmoem",0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
792,"Lunala","['Psychic', 'Ghost']","['Shadow Shield']","[]","VII",137,113,89,137,107,97,680,120.0,4.0,"-","Moone Pokémon","3","120","-","Slow
","0
",1,0,0,0,3,3,"Cosmoem",0.0,0.0,1.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0
793,"Nihilego","['Rock', 'Poison']","['Beast Boost']","[]","VII",109,53,47,127,131,103,570,55.5,1.2,"-","Parasite Pokémon","45","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",0.5,1.0,0.5,0.25,4.0,1.0,0.5,1.0,2.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5
794,"Buzzwole","['Bug', 'Fighting']","['Beast Boost']","[]","VII",107,139,139,53,53,79,570,333.6,2.4,"-","Swollen Pokémon","45","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0
795,"Pheromosa","['Bug', 'Fighting']","['Beast Boost']","[]","VII",71,137,37,137,37,151,570,25.0,1.8,"-","Lissome Pokémon","45","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0
796,"Xurkitree","['Electric']","['Beast Boost']","[]","VII",83,89,71,173,71,83,570,100.0,3.8,"-","Glowing Pokémon","45","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
797,"Celesteela","['Steel', 'Flying']","['Beast Boost']","[]","VII",97,101,103,107,101,61,570,999.9,9.2,"-","Launch Pokémon","45","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",0.5,1.0,0.5,0.0,0.0,1.0,0.25,1.0,0.5,2.0,1.0,0.25,2.0,0.5,1.0,0.5,1.0,0.5
798,"Kartana","['Grass', 'Steel']","['Beast Boost']","[]","VII",59,181,131,59,31,109,570,0.1,0.3,"-","Drawn Sword Pokémon","45","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5
799,"Guzzlord","['Dark', 'Dragon']","['Beast Boost']","[]","VII",223,101,53,97,53,43,570,888.0,5.5,"-","Junkivore Pokémon","45","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0
800,"Necrozma","['Psychic']","['Prism Armor']","[]","VII",97,107,101,127,89,79,754,230.0,2.4,"-","Prism Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
800,"Necrozma Dusk Mane","['Psychic', 'Steel']","['Prism Armor']","[]","VII",97,167,97,167,97,129,754,230.0,2.4,"-","Prism Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
800,"Necrozma Dawn Wings","['Psychic', 'Ghost']","['Prism Armor']","[]","VII",97,167,97,167,97,129,754,230.0,2.4,"-","Prism Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0
801,"Magearna","['Steel', 'Fairy']","['Soul-Heart']","[]","VII",80,95,115,130,115,65,600,80.5,1.0,"-","Artificial Pokémon","3","120","-","Slow
","0
",0,1,0,0,1,1,"No Preevolution",0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5
802,"Marshadow","['Fighting', 'Ghost']","['Technician']","[]","VII",90,125,80,90,90,125,600,22.2,0.7,"-","Gloomdweller Pokémon","3","120","-","Slow
","0
",0,1,0,0,1,1,"No Preevolution",0.0,0.0,2.0,0.5,1.0,0.5,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
803,"Poipole","['Poison']","['Beast Boost']","[]","VII",67,73,67,73,67,73,420,1.8,0.6,"-","Poison Pin Pokémon","45","120","-","Slow
","0
",0,0,1,0,1,2,"No Preevolution",1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
804,"Naganadel","['Poison', 'Dragon']","['Beast Boost']","[]","VII",73,73,73,127,73,121,540,150.0,3.6,"-","Poison Pin Pokémon","45","120","-","Slow
","0
",0,0,1,0,2,2,"Poipole",1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.25,0.5,2.0,2.0,2.0,1.0,1.0
805,"Stakataka","['Rock', 'Steel']","['Beast Boost']","[]","VII",61,131,211,53,101,13,570,820.0,5.5,"-","Rampart Pokémon","30","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
806,"Blacephalon","['Fire', 'Ghost']","['Beast Boost']","[]","VII",53,127,53,151,79,107,570,13.0,1.8,"-","Fireworks Pokémon","30","120","-","Slow
","0
",0,0,1,0,1,1,"No Preevolution",0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
807,"Zeraora","['Electric']","['Volt Absorb']","[]","VII",88,112,75,102,80,143,600,44.5,1.5,"-","Thunderclap Pokémon","3","120","-","Slow
","0
",0,1,0,0,1,1,"No Preevolution",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
808,"Meltan","['Steel']","['Magnet Pull']","[]","VII",46,65,65,55,35,34,300,8.0,0.2,"-","Hex Nut Pokémon","3","120","-","Slow
","0
",0,1,0,0,1,2,"No Preevolution",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
809,"Melmetal","['Steel']","['Iron Fist']","[]","VII",135,143,143,80,65,34,600,800.0,2.5,"-","Hex Nut Pokémon","3","120","-","Slow
","0
",0,1,0,0,2,2,"Meltan",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
810,"Grookey","['Grass']","['Overgrow']","['Grassy Surge']","VIII",50,65,50,40,40,65,310,5.0,0.3,0.875,"Chimp Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
811,"Thwackey","['Grass']","['Overgrow']","['Grassy Surge']","VIII",70,85,70,55,60,80,420,14.0,0.7,0.875,"Beat Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
",0,0,0,0,2,3,"Grookey",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
812,"Rillaboom","['Grass']","['Overgrow']","['Grassy Surge']","VIII",100,125,90,60,70,85,530,90.0,2.1,0.875,"Drummer Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
",0,0,0,0,3,3,"Thwackey",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
813,"Scorbunny","['Fire']","['Blaze']","['Libero']","VIII",50,71,40,40,40,69,310,4.5,0.3,0.875,"Rabbit Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","50
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
814,"Raboot","['Fire']","['Blaze']","['Libero']","VIII",65,86,60,55,60,94,420,9.0,0.6,0.875,"Rabbit Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","50
",0,0,0,0,2,3,"Scorbunny",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
815,"Cinderace","['Fire']","['Blaze']","['Libero']","VIII",80,116,75,65,75,119,530,33.0,1.4,0.875,"Striker Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","50
",0,0,0,0,3,3,"Raboot",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
816,"Sobble","['Water']","['Torrent']","['Sniper']","VIII",50,40,40,70,40,70,310,4.0,0.3,0.875,"Water Lizard Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","50
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
817,"Drizzile","['Water']","['Torrent']","['Sniper']","VIII",65,60,55,95,55,90,420,11.5,0.7,0.875,"Water Lizard Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","50
",0,0,0,0,2,3,"Sobble",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
818,"Inteleon","['Water']","['Torrent']","['Sniper']","VIII",70,85,65,125,65,120,530,45.2,1.9,0.875,"Secret Agent Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","50
",0,0,0,0,3,3,"Drizzile",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
819,"Skwovet","['Normal']","['Cheek Pouch']","['Gluttony']","VIII",70,55,55,35,35,25,275,2.5,0.3,0.5,"Cheeky Pokémon","255","20",['Field'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
820,"Greedent","['Normal']","['Cheek Pouch']","['Gluttony']","VIII",120,95,95,55,75,20,460,6.0,0.6,0.5,"Greedy Pokémon","90","20",['Field'],"Medium Fast
","50
",0,0,0,0,2,2,"Skwovet",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
821,"Rookidee","['Flying']","['Keen Eye', 'Unnerve']","['Big Pecks']","VIII",38,47,35,33,35,57,245,1.8,0.2,0.5,"Tiny Bird Pokémon","255","15",['Flying'],"Medium Slow
","50
",0,0,0,0,1,3,"No Preevolution",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
822,"Corvisquire","['Flying']","['Keen Eye', 'Unnerve']","['Big Pecks']","VIII",68,67,55,43,55,77,365,16.0,0.8,0.5,"Raven Pokémon","120","15",['Flying'],"Medium Slow
","50
",0,0,0,0,2,3,"Rookidee",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
823,"Corviknight","['Flying', 'Steel']","['Pressure', 'Unnerve']","['Mirror Armor']","VIII",98,87,105,53,85,67,495,75.0,2.2,0.5,"Raven Pokémon","45","15",['Flying'],"Medium Slow
","50
",0,0,0,0,3,3,"Corvisquire",0.5,1.0,0.5,0.0,0.0,1.0,0.25,1.0,0.5,2.0,1.0,0.25,2.0,0.5,1.0,0.5,1.0,0.5
824,"Blipbug","['Bug']","['Swarm', 'Compound Eyes']","['Telepathy']","VIII",25,20,20,25,45,45,180,8.0,0.4,0.5,"Larva Pokémon","255","15",['Bug'],"Medium Fast
","50
",0,0,0,0,1,3,"No Preevolution",1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
825,"Dottler","['Bug', 'Psychic']","['Swarm', 'Compound Eyes']","['Telepathy']","VIII",50,35,80,50,90,30,335,19.5,0.4,0.5,"Radome Pokémon","120","15",['Bug'],"Medium Fast
","50
",0,0,0,0,2,3,"Blipbug",1.0,0.25,2.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0
826,"Orbeetle","['Bug', 'Psychic']","['Swarm', 'Frisk']","['Telepathy']","VIII",60,45,110,80,120,90,505,40.8,0.4,0.5,"Seven Spot Pokémon","45","15",['Bug'],"Medium Fast
","50
",0,0,0,0,3,3,"Dottler",1.0,0.25,2.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0
